ID cliente,Volumen Medio Anual,Precio Promedio por caja,Días de Retraso,Periodos con Compra promedio,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1,DistancesToClusterCenter no.2,DistancesToClusterCenter no.3
71,595,24622,10,9,3,0.25125108245260619,0.61419544441956586,0.5212773099870549,0.22770906969958674
72,171,20891,0,5,3,0.53568908123778447,0.27649415654348691,0.66584905256560545,0.15430349037495222
73,117,23473,0,6,3,0.46352362335990155,0.35559635472411638,0.653621631904621,0.0972460944730916
74,367,17824,0,3,1,0.69250949554049035,0.1621562502938326,0.7300982699414641,0.32131410165403079
75,85,23815,0,2,1,0.76381288403025038,0.053328000651649519,0.78599895471101366,0.38586563891548836
76,185,23013,0,8,3,0.33617135007767895,0.52106801126654956,0.64275076179982582,0.15090736940013016
77,145,23192,0,3,1,0.68498400896739464,0.11179034452160577,0.73876395777117632,0.30403462362451489
78,149,21584,0,3,1,0.68552746726575964,0.1151933203763869,0.73457153818564092,0.30399940940122244
79,142,21445,0,3,1,0.685760237866009,0.11607550814850981,0.7343812388847627,0.30424180619429175
80,91,17682,45,1,2,1.0129199088380951,0.66326192861365374,0.58664909034027146,0.77388760763088194
81,279,24574,0,4,1,0.60808356480458914,0.19531900736493105,0.7050918499842439,0.229872706541162
82,44,35026,0,5,3,0.60782693940579813,0.39651912420394653,0.76595360982798433,0.33424023050250362
83,316,26832,0,6,3,0.46933523294224605,0.36760163632160747,0.66866512488891239,0.13949034772112
84,196,21627,0,4,1,0.6084815423298463,0.19297317915814768,0.696382262498186,0.22499714395141779
85,121,24827,0,3,1,0.68681789955301786,0.12110223008613812,0.74520110618860635,0.30894261101183113
86,120,23203,0,2,1,0.76313874613110566,0.04858775053423274,0.78366605292912173,0.38477553289305544
87,157,25819,0,2,1,0.76591914079037848,0.085226308509250975,0.79350292617789286,0.39265143058998608
88,489,22744,0,5,3,0.52898353212063487,0.27283863530532876,0.66649078429568143,0.14895548906248157
89,112,25905,0,2,1,0.7665875129005203,0.087003400651093618,0.79437955270210314,0.39318830193921772
90,158,27920,0,7,3,0.41363029547957975,0.45426380730550381,0.66892861443212626,0.16052601445672088
91,48,25839,0,1,1,0.84566122552267919,0.10543355522228649,0.84461493125672393,0.47320328183087718
92,95,22781,0,4,1,0.60916353660286127,0.19099433821319356,0.70052882027446439,0.22493191541801683
93,774,22885,0,5,3,0.52492051539989526,0.2733553041984001,0.66373997572930732,0.14856672792133288
94,386,20296,0,3,1,0.684748804702614,0.12635749754994124,0.73006654708003549,0.30674661622237615
95,114,19044,10,2,1,0.75805089642123513,0.14327310115409153,0.66720518684293872,0.39132525812007507
96,122,17585,0,2,1,0.77306575880060757,0.13234609223746302,0.77794536130472569,0.40056594274640289
97,63,28479,0,1,1,0.85297464926475142,0.15439854778206236,0.85858158613477731,0.48776223289872461
98,550,17906,10,1,1,0.83661393469715439,0.1727616662840841,0.7216001216716923,0.47632820229159656
99,25,23844,0,3,1,0.68678301362090344,0.11427695561870248,0.74232065418596449,0.30580222896076575
100,75,20559,0,1,1,0.844154153425961,0.094244907270787812,0.82951832603502829,0.46803620376574467
101,110,20774,0,1,1,0.84350488503272658,0.091385746825297168,0.82941687813795673,0.46752012341644217
102,5,25560,0,1,1,0.84556000466326442,0.10124511607181387,0.84380080829381254,0.47221767313147284
103,10,25408,0,0,1,0.92465349344786119,0.16560612460226556,0.89805056715905751,0.55297998464464537
104,497,22349,15,1,1,0.83498094561399816,0.19853816822269515,0.68222890225345134,0.4829007345599039
105,141,16257,0,0,1,0.93448123654724613,0.21814159442257969,0.88621743869621394,0.5667912148124532
106,145,22804,0,4,1,0.60848976889468687,0.19094272632862755,0.70001571600553691,0.22473095599603862
107,819,21425,10,5,3,0.51011821119296341,0.29357360357722712,0.52499595491717943,0.14727229355714455
108,542,19853,0,2,1,0.76196862595097048,0.0851697898154141,0.77327280550157673,0.38808997796469147
109,139,24805,15,1,1,0.83956949930418978,0.20353740790984232,0.69546555329313631,0.48681838900240532
110,387,23199,0,3,1,0.68215535871992683,0.1118166459610177,0.73617160299010942,0.30339727275902945
111,59,19849,0,1,1,0.8455424409430593,0.10466972900331198,0.829089407116001,0.46990438697552184
112,2,20262,0,0,1,0.92474483535531149,0.16537764158784973,0.88572657663092624,0.55064040764107514
113,830,23590,0,1,1,0.835654012680461,0.082188075162621568,0.82880122477073437,0.46602335749259
114,78,23788,10,2,1,0.7534703806795765,0.11460769304280052,0.67724329131266814,0.384869904513418
115,82,17014,0,2,1,0.77576116913909543,0.14504184620583194,0.77904654994323319,0.40467356128226362
116,400,21791,0,1,1,0.83969775595170759,0.081285115258176069,0.8282017630663927,0.46567565298089103
117,82,21652,0,1,1,0.84283565191456367,0.082429233936398311,0.83101247161534975,0.46636255237001217
118,430,14470,0,2,1,0.78505222169971767,0.20260898251906545,0.78133441251465641,0.42656570322727283
119,121,29730,0,2,1,0.78017150472250685,0.169739203226253,0.81762817176615921,0.42154101311355185
120,40,24342,0,0,1,0.92307904595915047,0.15802595410240469,0.89386720213239435,0.5502386891464609
121,24,34329,0,1,1,0.88537882727519446,0.28227140918712273,0.90480511384033768,0.5446818246745101
122,60,23363,0,2,1,0.76383713087638727,0.049705034631425955,0.78478296593076513,0.38514758550897676
123,262,20936,0,2,1,0.76290630960203387,0.065017273603755893,0.77719176125732625,0.385455744074865
124,69,18023,0,1,1,0.85011963504686583,0.13724363860794653,0.82903008572941128,0.47726282402455344
125,23,32555,0,0,1,0.95055246877809307,0.276335268700054,0.94118372256346583,0.59849856867792284
126,1386,17424,15,1,1,0.83711718452285189,0.23896678896386045,0.66922145291112844,0.49700418053445977
127,95,18371,0,1,1,0.84880988570459015,0.13051673890275814,0.82859228638090288,0.47550645918689138
128,135,23509,10,3,1,0.67362212452618364,0.1516709877126925,0.62319589094914163,0.30341209877193587
129,47,25079,0,0,1,0.92384535457287986,0.16283804804015956,0.89643003445364566,0.55195652995283428
130,74,14003,0,0,1,0.94534434665154743,0.25861791372596371,0.89224194467056794,0.58271429804974484
131,85,29317,0,3,1,0.70244336056051948,0.18947067099789677,0.77224245946425529,0.34487129084791407
132,23,28512,0,1,1,0.85348507632759463,0.15514682162987004,0.85917005899176335,0.4880832994859533
133,544,22889,0,3,1,0.680323084222296,0.11185741123721957,0.73357105428133784,0.30273757985266864
134,31,17970,0,1,1,0.85065770489634718,0.13835322470273304,0.82944304106370637,0.47762109056793184
135,94,18465,0,1,1,0.848547282919783,0.12874398333128495,0.82856745523691233,0.4750730970894102
136,120,23446,0,3,1,0.68538073144734513,0.11245619564371222,0.73987014376581406,0.30455160808178217
137,317,21162,0,2,1,0.762036575734419,0.061532667697722594,0.77696631322589271,0.38490998978611168
138,44,30979,0,1,1,0.86430418321412317,0.20747872057167707,0.87600164338334507,0.50830663278369359
139,668,15853,10,1,1,0.84365270058856123,0.20860378716992589,0.72367317098126849,0.48924333319043373
140,10,16682,0,0,1,0.93402723336819782,0.21130686811804933,0.8867667251510829,0.56457046432574076
141,153,26891,0,4,1,0.61582811763673873,0.21369176121395775,0.71874893313912958,0.24838868720110321
142,212,26848,10,2,1,0.75759891784067734,0.14692585177502876,0.69143088787426221,0.3973106845047612
143,943,19719,20,4,3,0.61586578481866527,0.33224001475133857,0.4462778518370038,0.31543157332112809
144,1868,20753,10,6,3,0.4203469698431298,0.37728394518669661,0.48386022600766565,0.10046980863042694
145,488,22320,0,3,1,0.6810632369733326,0.11229704436010327,0.73258560039295006,0.30259171636979104
146,967,20306,35,4,2,0.71637992269626316,0.5327613188715361,0.34729163225835197,0.50656809486067433
147,539,16520,0,0,1,0.93009850773702241,0.2139841425694764,0.88224921545738155,0.56474107537995277
148,1695,22625,15,3,1,0.66421286859995121,0.22002231737914768,0.54809052994078689,0.330072400504333
149,732,8511,25,2,1,0.85803858278867107,0.48053331497212953,0.588604434157316,0.58375167951492946
